character_id,source_line,character_name_jp,raw_name_jp,aliases_or_alt_names_jp,appearance_note_jp,character_name_en,universe_jp,universe_code,work_title_jp,medium_hint,canon_tier_hint,affiliation_context_jp,faction_family,is_military_or_combat_faction_proxy,is_zeon_related_proxy,is_federation_related_proxy,is_named_pilot_or_fighter_proxy,has_alias_or_alt_identity,row_order_in_source,death_in_war_target,death_status_label,death_label_confidence,death_label_note,death_label_source_url,voice_actor_jp,voice_actor_source_url,row_research_status,needs_manual_review
gundam_char_0015,23,リード,リード,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,15,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0016,24,ワッケイン,ワッケイン,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,16,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0017,27,アムロ・レイ,アムロ・レイ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,地球連邦軍（第13独立部隊）,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,17,Unknown,Ambiguous,Medium,MIA / contested in animation; some novels treat as KIA,https://en.wikipedia.org/wiki/Char_Aznable,Unknown,Unknown,Ambiguous death row,TRUE
gundam_char_0018,28,オスカ・ダブリン,オスカ・ダブリン,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,地球連邦軍（第13独立部隊）,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,18,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0019,29,オムル・ハング,オムル・ハング,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,地球連邦軍（第13独立部隊）,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,19,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0020,30,カイ・シデン,カイ・シデン,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,地球連邦軍（第13独立部隊）,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,20,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0021,31,カツ・ハウィン,カツ・ハウィン,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,地球連邦軍（第13独立部隊）,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,21,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0022,32,カル,カル,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,地球連邦軍（第13独立部隊）,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,22,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0023,33,キッカ・キタモト,キッカ・キタモト,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,地球連邦軍（第13独立部隊）,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,23,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0024,34,キムラ,キムラ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,地球連邦軍（第13独立部隊）,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,24,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0025,35,サンマロ,サンマロ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,地球連邦軍（第13独立部隊）,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,25,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0026,36,ジョブ・ジョン,ジョブ・ジョン,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,地球連邦軍（第13独立部隊）,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,26,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0027,37,スレッガー・ロウ,スレッガー・ロウ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,地球連邦軍（第13独立部隊）,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,27,1,Killed in action / death during armed conflict,Medium,Matched to manual researched death seed list; row still needs individual verification before model publication,https://gundam.fandom.com/wiki/Category:Deceased,Unknown,Unknown,Seed death label matched,FALSE
gundam_char_0028,38,セイラ・マス,セイラ・マス（アルテイシア・ソム・ダイクン）,アルテイシア・ソム・ダイクン,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,地球連邦軍（第13独立部隊）,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,TRUE,28,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0029,39,タムラ,タムラ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,地球連邦軍（第13独立部隊）,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,29,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0030,40,パオロ・カシアス,パオロ・カシアス,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,地球連邦軍（第13独立部隊）,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,30,1,Killed in action / death during armed conflict,Medium,Matched to manual researched death seed list; row still needs individual verification before model publication,https://gundam.fandom.com/wiki/Category:Deceased,Unknown,Unknown,Seed death label matched,FALSE
gundam_char_0031,41,ハヤト・コバヤシ,ハヤト・コバヤシ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,地球連邦軍（第13独立部隊）,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,31,1,Killed in action / death during armed conflict,Medium,Matched to manual researched death seed list; row still needs individual verification before model publication,https://gundam.fandom.com/wiki/Category:Deceased,Unknown,Unknown,Seed death label matched,FALSE
gundam_char_0032,42,ハロ,ハロ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,地球連邦軍（第13独立部隊）,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,32,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0033,43,バロ,バロ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,地球連邦軍（第13独立部隊）,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,33,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0034,44,ハワド,ハワド,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,地球連邦軍（第13独立部隊）,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,34,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0035,45,バンマス,バンマス,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,地球連邦軍（第13独立部隊）,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,35,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0036,46,フムラウ,フムラウ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,地球連邦軍（第13独立部隊）,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,36,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0037,47,ブライト・ノア,ブライト・ノア,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,地球連邦軍（第13独立部隊）,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,37,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0038,48,フラウ・ボゥ,フラウ・ボゥ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,地球連邦軍（第13独立部隊）,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,38,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0039,49,マーカー・クラン,マーカー・クラン,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,地球連邦軍（第13独立部隊）,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,39,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0040,50,マクシミリアン,マクシミリアン,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,地球連邦軍（第13独立部隊）,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,40,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0041,51,マサキ,マサキ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,地球連邦軍（第13独立部隊）,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,41,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0042,52,ミライ・ヤシマ,ミライ・ヤシマ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,地球連邦軍（第13独立部隊）,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,42,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0043,53,リュウ・ホセイ,リュウ・ホセイ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,地球連邦軍（第13独立部隊）,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,43,1,Killed in action / death during armed conflict,Medium,Matched to manual researched death seed list; row still needs individual verification before model publication,https://gundam.fandom.com/wiki/Category:Deceased,Unknown,Unknown,Seed death label matched,FALSE
gundam_char_0044,54,レツ・コ・ファン,レツ・コ・ファン,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,地球連邦軍（第13独立部隊）,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,44,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0045,55,ロウル,ロウル,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,地球連邦軍（第13独立部隊）,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,45,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0046,58,アサクラ,アサクラ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,ジオン公国軍,Zeon / Neo Zeon / Zeon remnants,TRUE,TRUE,FALSE,FALSE,FALSE,46,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0047,59,ガデム,ガデム,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,ジオン公国軍,Zeon / Neo Zeon / Zeon remnants,TRUE,TRUE,FALSE,FALSE,FALSE,47,1,Killed in action / death during armed conflict,Medium,Matched to manual researched death seed list; row still needs individual verification before model publication,https://gundam.fandom.com/wiki/Category:Deceased,Unknown,Unknown,Seed death label matched,FALSE
gundam_char_0048,60,カヤハワ,カヤハワ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,ジオン公国軍,Zeon / Neo Zeon / Zeon remnants,TRUE,TRUE,FALSE,FALSE,FALSE,48,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0049,61,カンプ,カンプ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,ジオン公国軍,Zeon / Neo Zeon / Zeon remnants,TRUE,TRUE,FALSE,FALSE,FALSE,49,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0050,62,キシリア・ザビ,キシリア・ザビ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,ジオン公国軍,Zeon / Neo Zeon / Zeon remnants,TRUE,TRUE,FALSE,FALSE,FALSE,50,1,Killed in action / death during armed conflict,Medium,Matched to manual researched death seed list; row still needs individual verification before model publication,https://gundam.fandom.com/wiki/Category:Deceased,Unknown,Unknown,Seed death label matched,FALSE
gundam_char_0051,63,ギャル,ギャル,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,ジオン公国軍,Zeon / Neo Zeon / Zeon remnants,TRUE,TRUE,FALSE,FALSE,FALSE,51,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0052,64,ギレン・ザビ,ギレン・ザビ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,ジオン公国軍,Zeon / Neo Zeon / Zeon remnants,TRUE,TRUE,FALSE,FALSE,FALSE,52,1,Killed in action / death during armed conflict,Medium,Matched to manual researched death seed list; row still needs individual verification before model publication,https://gundam.fandom.com/wiki/Category:Deceased,Unknown,Unknown,Seed death label matched,FALSE
gundam_char_0053,65,ククルス・ドアン,ククルス・ドアン,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,ジオン公国軍,Zeon / Neo Zeon / Zeon remnants,TRUE,TRUE,FALSE,FALSE,FALSE,53,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0054,66,クワラン,クワラン,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,ジオン公国軍,Zeon / Neo Zeon / Zeon remnants,TRUE,TRUE,FALSE,FALSE,FALSE,54,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0055,67,ケージ,ケージ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,ジオン公国軍,Zeon / Neo Zeon / Zeon remnants,TRUE,TRUE,FALSE,FALSE,FALSE,55,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0056,68,コワル,コワル,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,ジオン公国軍,Zeon / Neo Zeon / Zeon remnants,TRUE,TRUE,FALSE,FALSE,FALSE,56,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0057,69,コンスコン,コンスコン,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,ジオン公国軍,Zeon / Neo Zeon / Zeon remnants,TRUE,TRUE,FALSE,FALSE,FALSE,57,1,Killed in action / death during armed conflict,Medium,Matched to manual researched death seed list; row still needs individual verification before model publication,https://gundam.fandom.com/wiki/Category:Deceased,Unknown,Unknown,Seed death label matched,FALSE
gundam_char_0058,70,サスロ・ザビ,サスロ・ザビ（本編未登場）,Unknown,本編未登場,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士ガンダム,TV anime + Movie + Novel,Primary animation / screen work,ジオン公国軍,Zeon / Neo Zeon / Zeon remnants,TRUE,TRUE,FALSE,FALSE,FALSE,58,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
